Word	Burstiness	Frequency	Interevent Intervals	Event Onsets	POS Tag	Transcript
I'm	0.396561898790932	228	[144113, 2130, 287877, 65201, 113842, 71062, 68111, 487798, 59851, 130148, 634685, 10480, 260012, 144426, 6412, 382810, 80212, 217690, 269471, 116115, 18637, 62637, 1986, 37749, 32270, 45986, 158070, 121450, 9872, 556482, 156309, 125701, 317485, 268055, 153565, 278635, 34515, 4960, 2885, 18015, 17865, 55870, 13675, 26905, 308475, 6912, 23773, 33321, 12027, 54196, 3554, 2717, 36731, 119331, 130257, 325350, 35368, 821487, 401307, 93754, 177003, 6620, 116416, 0, 29599, 300154, 2491, 46269, 5157, 85023, 26708, 58775, 9522, 23068, 197146, 4123, 3817211, 3055, 0, 18365, 283690, 75820, 324225, 490180, 67630, 14625, 135770, 40465, 14725, 6935, 103920, 48800, 178600, 96420, 216935, 27936, 51567, 182891, 154082, 127832, 908628, 22904, 116778, 481627, 205265, 150860, 23163, 9107, 118590, 4730, 188600, 15670, 193205, 70625, 4640, 53770, 26710, 2140, 109780, 14240, 2920, 84055, 8415, 111685, 115645, 61308, 381623, 53854, 39431, 158185, 244579, 5816, 9027, 3910, 43892, 51469, 260501, 27123, 396387, 367512, 0, 173756, 150282, 165993, 53623, 159023, 43929, 10907, 733274, 24190, 49972, 8244, 21332, 1956, 192638, 182825, 20995, 26945, 79250, 1261627, 327294, 35235, 96017, 50915, 84540, 95685, 2565, 318135, 19190, 7845, 105345, 5945, 8850, 0, 3420, 3035, 310175, 115070, 79570, 62580, 1420, 83800, 71095, 85710, 112006, 98106, 64267, 33290, 11394, 63341, 305889, 26027, 32277, 556289, 127549, 94549, 128933, 23881, 0, 5897, 0, 250203, 216565, 243259, 106249, 85050, 90725, 1678, 20540, 18004, 208601, 141806, 30075, 62782, 51634, 1272, 0, 4611, 75769, 105187, 632715, 326641, 147138, 162070, 9991, 80816, 562022]	[351520, 495633, 497763, 785640, 850841, 964683, 1035745, 1103856, 1591654, 1651505, 1781653, 2416338, 2426818, 2686830, 2831256, 2837668, 3220478, 3300690, 3518380, 3787851, 3903966, 3922603, 3985240, 3987226, 4024975, 4057245, 4103231, 4261301, 4382751, 4392623, 4949105, 5105414, 5231115, 5548600, 5816655, 5970220, 6248855, 6283370, 6288330, 6291215, 6309230, 6327095, 6382965, 6396640, 6423545, 6732020, 6738932, 6762705, 6796026, 6808053, 6862249, 6865803, 6868520, 6905251, 7024582, 7154839, 7480189, 7515557, 8337044, 8738351, 8832105, 9009108, 9015728, 9132144, 9132144, 9161743, 9461897, 9464388, 9510657, 9515814, 9600837, 9627545, 9686320, 9695842, 9718910, 9916056, 9920179, 13737390, 13740445, 13740445, 13758810, 14042500, 14118320, 14442545, 14932725, 15000355, 15014980, 15150750, 15191215, 15205940, 15212875, 15316795, 15365595, 15544195, 15640615, 15857550, 15885486, 15937053, 16119944, 16274026, 16401858, 17310486, 17333390, 17450168, 17931795, 18137060, 18287920, 18311083, 18320190, 18438780, 18443510, 18632110, 18647780, 18840985, 18911610, 18916250, 18970020, 18996730, 18998870, 19108650, 19122890, 19125810, 19209865, 19218280, 19329965, 19445610, 19506918, 19888541, 19942395, 19981826, 20140011, 20384590, 20390406, 20399433, 20403343, 20447235, 20498704, 20759205, 20786328, 21182715, 21550227, 21550227, 21723983, 21874265, 22040258, 22093881, 22252904, 22296833, 22307740, 23041014, 23065204, 23115176, 23123420, 23144752, 23146708, 23339346, 23522171, 23543166, 23570111, 23649361, 24910988, 25238282, 25273517, 25369534, 25420449, 25504989, 25600674, 25603239, 25921374, 25940564, 25948409, 26053754, 26059699, 26068549, 26068549, 26071969, 26075004, 26385179, 26500249, 26579819, 26642399, 26643819, 26727619, 26798714, 26884424, 26996430, 27094536, 27158803, 27192093, 27203487, 27266828, 27572717, 27598744, 27631021, 28187310, 28314859, 28409408, 28538341, 28562222, 28562222, 28568119, 28568119, 28818322, 29034887, 29278146, 29384395, 29469445, 29560170, 29561848, 29582388, 29600392, 29808993, 29950799, 29980874, 30043656, 30095290, 30096562, 30096562, 30101173, 30176942, 30282129, 30914844, 31241485, 31388623, 31550693, 31560684, 31641500, 32203522]	PRON	A3
teachers	0.413281181657372	3	[11766309, 3880]	[5488980, 17255289, 17259169]	NOUN	A3
piano	-0.4089260035387981	5	[1416, 2519, 5087, 4888]	[17146245, 17147661, 17150180, 17155267, 17160155]	NOUN	A3
shoes	0.6599506999620993	38	[8930, 1661890, 2139572, 103096, 30330, 108576, 131311, 15935, 3505013, 950, 1879, 43337, 4277, 5456, 9009886, 53283, 0, 8082, 2182, 0, 0, 5568, 4863, 1610, 1964, 5448, 3278, 116374, 281623, 3750201, 3046, 0, 1326, 32495, 3628, 8185, 2386]	[1281960, 1290890, 2952780, 5092352, 5195448, 5225778, 5334354, 5465665, 5481600, 8986613, 8987563, 8989442, 9032779, 9037056, 9042512, 18052398, 18105681, 18105681, 18113763, 18115945, 18115945, 18115945, 18121513, 18126376, 18127986, 18129950, 18135398, 18138676, 18255050, 18536673, 22286874, 22289920, 22289920, 22291246, 22323741, 22327369, 22335554, 22337940]	NOUN	A3
shrimp	0.10991981985297522	11	[14118, 3023, 0, 8880, 2045, 1714, 14997, 1388, 1859, 1768]	[20327355, 20341473, 20344496, 20344496, 20353376, 20355421, 20357135, 20372132, 20373520, 20375379, 20377147]	NOUN	A3
bonk	0.6923016229462253	4	[0, 0, 9889139]	[21150431, 21150431, 21150431, 31039570]	PROPN	A3
clean	0.6992397209396621	141	[1448964, 1461503, 180340, 130807, 0, 4621, 13170, 1317, 2237, 0, 0, 5551, 0, 0, 34552, 2133, 17699, 2838, 30257, 3276, 92, 0, 0, 9830, 0, 0, 7297, 0, 0, 63, 2225, 722, 0, 0, 3858, 7912, 4830, 110896, 0, 0, 0, 5222, 0, 0, 0, 24825, 0, 0, 7152, 0, 0, 7176, 0, 0, 4042, 0, 0, 0, 0, 0, 6317, 3715, 6596, 0, 5692, 0, 8977, 1165, 0, 3442, 0, 0, 0, 7656, 3575, 0, 0, 3307, 0, 1746, 0, 0, 2499, 0, 4028, 0, 3075, 0, 0, 0, 0, 7785, 0, 0, 0, 3877, 2408, 0, 0, 0, 0, 0, 5247, 0, 1911, 0, 1732, 0, 0, 0, 3423, 0, 0, 0, 0, 0, 0, 0, 21774, 0, 0, 17335, 3518, 40819, 224379, 65000, 5245982, 4678447, 3403614, 1667996, 1780, 3429211, 97233, 103310, 4972479, 30483, 1131088, 579299, 0, 0]	[39176, 1488140, 2949643, 3129983, 3260790, 3260790, 3265411, 3278581, 3279898, 3282135, 3282135, 3282135, 3287686, 3287686, 3287686, 3322238, 3324371, 3342070, 3344908, 3375165, 3378441, 3378533, 3378533, 3378533, 3388363, 3388363, 3388363, 3395660, 3395660, 3395660, 3395723, 3397948, 3398670, 3398670, 3398670, 3402528, 3410440, 3415270, 3526166, 3526166, 3526166, 3526166, 3531388, 3531388, 3531388, 3531388, 3556213, 3556213, 3556213, 3563365, 3563365, 3563365, 3570541, 3570541, 3570541, 3574583, 3574583, 3574583, 3574583, 3574583, 3574583, 3580900, 3584615, 3591211, 3591211, 3596903, 3596903, 3605880, 3607045, 3607045, 3610487, 3610487, 3610487, 3610487, 3618143, 3621718, 3621718, 3621718, 3625025, 3625025, 3626771, 3626771, 3626771, 3629270, 3629270, 3633298, 3633298, 3636373, 3636373, 3636373, 3636373, 3636373, 3644158, 3644158, 3644158, 3644158, 3648035, 3650443, 3650443, 3650443, 3650443, 3650443, 3650443, 3655690, 3655690, 3657601, 3657601, 3659333, 3659333, 3659333, 3659333, 3662756, 3662756, 3662756, 3662756, 3662756, 3662756, 3662756, 3662756, 3684530, 3684530, 3684530, 3701865, 3705383, 3746202, 3970581, 4035581, 9281563, 13960010, 17363624, 19031620, 19033400, 22462611, 22559844, 22663154, 27635633, 27666116, 28797204, 29376503, 29376503, 29376503]	ADJ	A3
jump	0.5987383388370013	14	[0, 0, 5007, 0, 0, 0, 0, 2218900, 491246, 0, 8314, 0, 1543867]	[4349590, 4349590, 4349590, 4354597, 4354597, 4354597, 4354597, 4354597, 6573497, 7064743, 7064743, 7073057, 7073057, 8616924]	NOUN	A3
goin	0.6981286089135813	20	[2344, 261596, 6734, 1431, 49884, 338525, 21431, 185565, 314485, 88506, 0, 0, 5254, 107727, 2146759, 12417, 7037247, 2778, 791809]	[19354951, 19357295, 19618891, 19625625, 19627056, 19676940, 20015465, 20036896, 20222461, 20536946, 20625452, 20625452, 20625452, 20630706, 20738433, 22885192, 22897609, 29934856, 29937634, 30729443]	NOUN	A3
clap	0.8462856804127752	13	[0, 0, 43547, 0, 20946, 0, 1754, 2390, 3118, 1399, 261325, 1992094]	[28951311, 28951311, 28951311, 28994858, 28994858, 29015804, 29015804, 29017558, 29019948, 29023066, 29024465, 29285790, 31277884]	NOUN	A3
forget	0.5213999032798242	6	[19095636, 4725712, 809469, 85915, 7623]	[4381250, 23476886, 28202598, 29012067, 29097982, 29105605]	VERB	A3
snack	0.4014416356780176	3	[14772795, 67010]	[7880801, 22653596, 22720606]	NOUN	A3
plan	0.6577401089897916	6	[6334, 3455, 1583, 13743879, 2250657]	[7436708, 7443042, 7446497, 7448080, 21191959, 23442616]	NOUN	A3
heard	-0.03172460353936387	5	[16145006, 10250291, 4492549, 1514]	[1177420, 17322426, 27572717, 32065266, 32066780]	VERB	A3
forgot	0.029340672766583257	14	[4301963, 2648, 5983037, 3303028, 2120, 2234070, 1822142, 26415, 1060223, 1769781, 1302015, 723006, 655919]	[5024137, 9326100, 9328748, 15311785, 18614813, 18616933, 20851003, 22673145, 22699560, 23759783, 25529564, 26831579, 27554585, 28210504]	VERB	A3
later	-0.22889071901352648	4	[1526600, 2056541, 5515627]	[452440, 1979040, 4035581, 9551208]	ADV	A3
mmhm	0.2738017827163423	78	[258733, 359793, 9976, 8000, 304976, 232309, 20663, 123928, 2237, 88375, 86213, 15319, 319651, 2884, 636755, 155331, 20700, 51075, 9147, 194582, 509168, 322520, 357552, 749910, 84715, 556000, 56155, 1657031, 277514, 1086376, 44541, 11027, 136526, 154048, 4639827, 208920, 4085, 407005, 413455, 380268, 256663, 554542, 240833, 923, 29331, 190704, 580, 16873, 2317844, 702944, 812099, 1031361, 492768, 868103, 79140, 203545, 1574326, 120142, 46020, 251146, 75524, 957140, 493078, 1033338, 144462, 905003, 60333, 11479, 1152022, 174083, 191666, 210457, 127781, 246196, 363327, 322459, 3065]	[921843, 1180576, 1540369, 1550345, 1558345, 1863321, 2095630, 2116293, 2240221, 2242458, 2330833, 2417046, 2432365, 2752016, 2754900, 3391655, 3546986, 3567686, 3618761, 3627908, 3822490, 4331658, 4654178, 5011730, 5761640, 5846355, 6402355, 6458510, 8115541, 8393055, 9479431, 9523972, 9534999, 9671525, 9825573, 14465400, 14674320, 14678405, 15085410, 15498865, 15879133, 16135796, 16690338, 16931171, 16932094, 16961425, 17152129, 17152709, 17169582, 19487426, 20190370, 21002469, 22033830, 22526598, 23394701, 23473841, 23677386, 25251712, 25371854, 25417874, 25669020, 25744544, 26701684, 27194762, 28228100, 28372562, 29277565, 29337898, 29349377, 30501399, 30675482, 30867148, 31077605, 31205386, 31451582, 31814909, 32137368, 32140433]	NOUN	A3
pushing	-0.43529175319925995	3	[1495361, 3483442]	[17318030, 18813391, 22296833]	VERB	A3
nothing	0.4305226857294517	5	[1105, 2635348, 1090462, 14158083]	[5828915, 5830020, 8465368, 9555830, 23713913]	PRON	A3
still	0.3310999120759142	53	[815710, 118342, 113371, 21242, 58932, 90240, 2220, 262040, 137571, 81549, 383775, 1005358, 1337085, 490484, 6554, 7644, 69503, 124755, 1489224, 529680, 314526, 0, 473624, 2980, 319449, 4139, 294345, 21486, 224726, 852992, 6592078, 310662, 1911314, 299937, 2961618, 1815, 5500, 877573, 740155, 1750924, 1545369, 478283, 2531, 251349, 56304, 1113263, 10796, 18586, 477683, 173304, 1819398, 537446]	[69073, 884783, 1003125, 1116496, 1137738, 1196670, 1286910, 1289130, 1551170, 1688741, 1770290, 2154065, 3159423, 4496508, 4986992, 4993546, 5001190, 5070693, 5195448, 6684672, 7214352, 7528878, 7528878, 8002502, 8005482, 8324931, 8329070, 8623415, 8644901, 8869627, 9722619, 16314697, 16625359, 18536673, 18836610, 21798228, 21800043, 21805543, 22683116, 23423271, 25174195, 26719564, 27197847, 27200378, 27451727, 27508031, 28621294, 28632090, 28650676, 29128359, 29301663, 31121061, 31658507]	ADV	A3
was	0.34864591949842577	93	[21339, 260466, 204519, 400626, 1070219, 1147126, 0, 21115, 4272, 0, 23908, 0, 0, 622077, 274806, 190056, 268095, 30960, 18515, 35790, 295835, 302250, 77902, 177182, 1912517, 155538, 287692, 548178, 69731, 0, 5135481, 221109, 1457679, 506765, 607321, 161626, 52664, 197280, 192800, 2010, 240646, 738054, 2006, 169510, 2777, 368632, 359316, 1322109, 222470, 73370, 3170, 123872, 31454, 0, 18624, 23586, 17054, 8835, 71234, 206319, 71290, 461950, 353796, 343947, 1587394, 422719, 191520, 240296, 841234, 200796, 7430, 8225, 101831, 370278, 0, 101606, 187439, 356727, 728657, 123961, 501391, 313480, 396644, 53115, 211726, 40578, 2243, 347412, 669474, 218253, 126561, 417717]	[1303621, 1324960, 1585426, 1789945, 2190571, 3260790, 4407916, 4407916, 4429031, 4433303, 4433303, 4457211, 4457211, 4457211, 5079288, 5354094, 5544150, 5812245, 5843205, 5861720, 5897510, 6193345, 6495595, 6573497, 6750679, 8663196, 8818734, 9106426, 9654604, 9724335, 9724335, 14859816, 15080925, 16538604, 17045369, 17652690, 17814316, 17866980, 18064260, 18257060, 18259070, 18499716, 19237770, 19239776, 19409286, 19412063, 19780695, 20140011, 21462120, 21684590, 21757960, 21761130, 21885002, 21916456, 21916456, 21935080, 21958666, 21975720, 21984555, 22055789, 22262108, 22333398, 22795348, 23149144, 23493091, 25080485, 25503204, 25694724, 25935020, 26776254, 26977050, 26984480, 26992705, 27094536, 27464814, 27464814, 27566420, 27753859, 28110586, 28839243, 28963204, 29464595, 29778075, 30174719, 30227834, 30439560, 30480138, 30482381, 30829793, 31499267, 31717520, 31844081, 32261798]	AUX	A3
crown	0.8649842479217361	6	[3598, 2147, 1942, 3204, 13710357]	[9643713, 9647311, 9649458, 9651400, 9654604, 23364961]	PROPN	A3
only	0.2529644092597205	37	[748211, 1009629, 16970, 1253184, 2949326, 5566575, 2740, 61160, 336765, 444188, 191544, 2836518, 3956, 1690112, 209330, 1647, 7732, 51823, 1606747, 3457, 2734, 795623, 63605, 2075, 5460, 332827, 1138502, 1283534, 104525, 153970, 1619129, 771619, 26462, 1308221, 101280, 668626]	[3709000, 4457211, 5466840, 5483810, 6736994, 9686320, 15252895, 15255635, 15316795, 15653560, 16097748, 16289292, 19125810, 19129766, 20819878, 21029208, 21030855, 21038587, 21090410, 22697157, 22700614, 22703348, 23498971, 23562576, 23564651, 23570111, 23902938, 25041440, 26324974, 26429499, 26583469, 28202598, 28974217, 29000679, 30308900, 30410180, 31078806]	ADV	A3
warmed	0.3499751751024923	9	[343295, 8271399, 640477, 4562004, 1216594, 583339, 104021, 120258]	[14408660, 14751955, 23023354, 23663831, 28225835, 29442429, 30025768, 30129789, 30250047]	VERB	A3
correct	0.40782469704107305	3	[23945, 10576793]	[6240355, 6264300, 16841093]	ADJ	A3
really	0.13841338528474378	37	[448356, 92747, 185781, 14056, 695731, 623655, 671007, 429172, 1324180, 705715, 1873398, 865601, 589756, 123347, 578758, 4189660, 311430, 2209613, 940292, 0, 228487, 1353448, 125504, 530616, 154850, 462405, 0, 984098, 523127, 1041376, 0, 543174, 3944266, 25952, 495259, 3567061]	[287900, 736256, 829003, 1014784, 1028840, 1724571, 2348226, 3019233, 3448405, 4772585, 5478300, 7351698, 8217299, 8807055, 8930402, 9509160, 13698820, 14010250, 16219863, 17160155, 17160155, 17388642, 18742090, 18867594, 19398210, 19553060, 20015465, 20015465, 20999563, 21522690, 22564066, 22564066, 23107240, 27051506, 27077458, 27572717, 31139778]	ADV	A3
need	0.4357147720909112	120	[215883, 79327, 8458, 557315, 0, 687247, 16000, 1335966, 3952, 197102, 146541, 461315, 12025, 228452, 552200, 61578, 162184, 96196, 172791, 793913, 654771, 3414, 42935, 361634, 95380, 54203, 130257, 74511, 131976, 295217, 37421, 1081018, 389829, 1688, 2240, 167825, 1641, 224284, 190284, 70188, 4830, 5716404, 300495, 3195, 447229, 819942, 335112, 203480, 817950, 560022, 171810, 11408, 3442, 411100, 20676, 15169, 8450, 38775, 33320, 122260, 23538, 98862, 10755, 33106, 495600, 5423, 131534, 246277, 78848, 1367991, 96742, 2260, 75004, 15662, 170974, 23060, 136893, 237955, 30630, 12583, 8351, 10142, 216960, 4836, 1693166, 14807, 452695, 542580, 109275, 40565, 7605, 403890, 133960, 96200, 405633, 256338, 924976, 72862, 109445, 45107, 323767, 68585, 141460, 18528, 120935, 69363, 16512, 79090, 947, 106434, 48321, 462915, 68212, 572900, 706182, 2894, 50922, 16680, 3241]	[23800, 239683, 319010, 327468, 884783, 884783, 1572030, 1588030, 2923996, 2927948, 3125050, 3271591, 3732906, 3744931, 3973383, 4525583, 4587161, 4749345, 4845541, 5018332, 5812245, 6467016, 6470430, 6513365, 6874999, 6970379, 7024582, 7154839, 7229350, 7361326, 7656543, 7693964, 8774982, 9164811, 9166499, 9168739, 9336564, 9338205, 9562489, 9752773, 9822961, 9827791, 15544195, 15844690, 15847885, 16295114, 17115056, 17450168, 17653648, 18471598, 19031620, 19203430, 19214838, 19218280, 19629380, 19650056, 19665225, 19673675, 19712450, 19745770, 19868030, 19891568, 19990430, 20001185, 20034291, 20529891, 20535314, 20666848, 20913125, 20991973, 22359964, 22456706, 22458966, 22533970, 22549632, 22720606, 22743666, 22880559, 23118514, 23149144, 23161727, 23170078, 23180220, 23397180, 23402016, 25095182, 25109989, 25562684, 26105264, 26214539, 26255104, 26262709, 26666599, 26800559, 26896759, 27302392, 27558730, 28483706, 28556568, 28666013, 28711120, 29034887, 29103472, 29244932, 29263460, 29384395, 29453758, 29470270, 29549360, 29550307, 29656741, 29705062, 30167977, 30236189, 30809089, 31515271, 31518165, 31569087, 31585767, 31589008]	VERB	A3
lap	0.40856097576007117	5	[5780254, 23607531, 77158, 1028222]	[1235100, 7015354, 30622885, 30700043, 31728265]	NOUN	A3
towards	0.6985247376012758	5	[1420, 1033140, 559393, 24272729]	[6107555, 6108975, 7142115, 7701508, 31974237]	ADP	A3
hers	0.15615485524630082	5	[12847555, 626, 4459680, 2532889]	[9690209, 22537764, 22538390, 26998070, 29530959]	NOUN	A3
wrong	0.3243746079177533	15	[4409982, 12747, 440439, 13066474, 1840, 3257400, 6910, 2153668, 2152026, 1563856, 533855, 1884, 663452, 2994082]	[493388, 4903370, 4916117, 5356556, 18423030, 18424870, 21682270, 21689180, 23842848, 25994874, 27558730, 28092585, 28094469, 28757921, 31752003]	ADJ	A3
boop	0.806495652576954	5	[3440, 5450, 2450, 31024739]	[125530, 128970, 134420, 136870, 31161609]	NOUN	A3
orange	0.5885271976245248	26	[224288, 34602, 16674, 1572, 0, 2722, 3665, 17442, 3582, 2320, 0, 7091, 1718, 64820, 10388, 91920, 7999, 86149, 1105271, 1758667, 1436, 6410, 3205, 1809, 1423350]	[15729060, 15953348, 15987950, 16004624, 16006196, 16006196, 16008918, 16012583, 16030025, 16033607, 16035927, 16035927, 16043018, 16044736, 16109556, 16119944, 16211864, 16219863, 16306012, 17411283, 19169950, 19171386, 19177796, 19181001, 19182810, 20606160]	PROPN	A3
sleepy	0.414213562373095	3	[138338, 0]	[8332480, 8470818, 8470818]	ADJ	A3
Madison's	0.38453808196538786	17	[1100920, 23529, 1466, 8051630, 66020, 154411, 3686603, 1866, 8020, 4727824, 646356, 719717, 639423, 1074302, 418472, 1496]	[8623415, 9724335, 9747864, 9749330, 17800960, 17866980, 18021391, 21707994, 21709860, 21717880, 26445704, 27092060, 27811777, 28451200, 29525502, 29943974, 29945470]	PROPN	A3
Jack's	0.14089556788810442	3	[1650, 15425]	[6210310, 6211960, 6227385]	PROPN	A3
uh	0.19432830231011003	79	[377884, 554407, 235008, 36963, 45727, 167160, 114023, 51583, 661294, 198306, 28734, 14268, 118255, 515550, 734889, 254223, 80002, 15152, 46503, 299918, 243015, 98245, 124740, 561705, 915438, 168729, 386865, 307285, 0, 272644, 109828, 489725, 29599, 431390, 4133282, 1795, 222070, 256435, 1650835, 534432, 73701, 30652, 790548, 366765, 205577, 62031, 102095, 29047, 4968, 64147, 852173, 228280, 427414, 151315, 351695, 606043, 27902, 1107930, 204224, 542937, 749250, 1600072, 840821, 669120, 117835, 448125, 619467, 500831, 137913, 47162, 255526, 680611, 165599, 27435, 56717, 283825, 987354, 1040150]	[904076, 1281960, 1836367, 2071375, 2108338, 2154065, 2321225, 2435248, 2486831, 3148125, 3346431, 3375165, 3389433, 3507688, 4023238, 4758127, 5012350, 5092352, 5107504, 5154007, 5453925, 5696940, 5795185, 5919925, 6481630, 7397068, 7565797, 7952662, 8259947, 8259947, 8532591, 8642419, 9132144, 9161743, 9593133, 13726415, 13728210, 13950280, 14206715, 15857550, 16391982, 16465683, 16496335, 17286883, 17653648, 17859225, 17921256, 18023351, 18052398, 18057366, 18121513, 18973686, 19201966, 19629380, 19780695, 20132390, 20738433, 20766335, 21874265, 22078489, 22621426, 23370676, 24970748, 25811569, 26480689, 26598524, 27046649, 27666116, 28166947, 28304860, 28352022, 28607548, 29288159, 29453758, 29481193, 29537910, 29821735, 30809089, 31849239]	INTJ	A3
cake	0.8450268118414926	6	[164065, 8954, 4611, 2554, 12456838]	[19245221, 19409286, 19418240, 19422851, 19425405, 31882243]	NOUN	A3
jammies	0.9258443297474687	9	[2583, 167117, 29314945, 2180, 6855, 128727, 16165, 17366]	[66490, 69073, 236190, 29551135, 29553315, 29560170, 29688897, 29705062, 29722428]	NOUN	A3
