Word	Burstiness	Frequency	Interevent Intervals	Event Onsets	POS Tag	Transcript
hurts	0.26180587207688155	3	[67654, 1187889]	[30712773, 30780427, 31968316]	NOUN	A3
wh	0.20375673941198513	6	[0, 1473997, 8429269, 2010, 8440709]	[8353794, 8353794, 9827791, 18257060, 18259070, 26699779]	VERB	A3
fridge	0.36773418461040985	8	[1129751, 5173370, 5866, 0, 3663, 40078, 3712034]	[16320417, 17450168, 22623538, 22629404, 22629404, 22633067, 22673145, 26385179]	NOUN	A3
cleaning	0.6480835278322026	10	[250039, 1508, 3718, 5280, 192331, 6463, 5356862, 18692974, 1596239]	[3268341, 3518380, 3519888, 3523606, 3528886, 3721217, 3727680, 9084542, 27777516, 29373755]	VERB	A3
whatever	0.4053048934330589	4	[1912, 3611440, 568073]	[25507472, 25509384, 29120824, 29688897]	PRON	A3
j@l	0.414213562373095	3	[0, 621429]	[28357077, 28357077, 28978506]	PROPN	A3
duck	0.898601602586695	7	[1820, 0, 1460, 2290, 3975438, 1098]	[389200, 391020, 391020, 392480, 394770, 4370208, 4371306]	NOUN	A3
press	0.8032154215453698	5	[12853992, 22795, 6265, 0]	[1351108, 14205100, 14227895, 14234160, 14234160]	NOUN	A3
sale	0.804972026167828	5	[9169777, 1822, 3078, 6516]	[20962443, 30132220, 30134042, 30137120, 30143636]	NOUN	A3
cookie	0.01887141558551407	8	[276332, 150450, 79066, 35754, 10360, 2570, 153953]	[18826918, 19103250, 19253700, 19332766, 19368520, 19378880, 19381450, 19535403]	PROPN	A3
donuts	0.39825192552439315	4	[4997, 57670, 3909]	[27353083, 27358080, 27415750, 27419659]	NOUN	A3
first	0.1739954327481981	41	[1354453, 4759, 75100, 122463, 90226, 408146, 1437444, 374130, 0, 3986711, 865794, 235551, 16688, 0, 34361, 4425784, 2483656, 847714, 1676738, 146768, 295574, 1853556, 399874, 185304, 1866, 8020, 34420, 2679, 1562007, 410072, 1173615, 1899886, 474359, 825711, 934258, 786848, 4334, 311051, 1257491, 207641]	[387200, 1741653, 1746412, 1821512, 1943975, 2034201, 2442347, 3879791, 4253921, 4253921, 8240632, 9106426, 9341977, 9358665, 9358665, 9393026, 13818810, 16302466, 17150180, 18826918, 18973686, 19269260, 21122816, 21522690, 21707994, 21709860, 21717880, 21752300, 21754979, 23316986, 23727058, 24900673, 26800559, 27274918, 28100629, 29034887, 29821735, 29826069, 30137120, 31394611, 31602252]	ADV	A3
sit	0.508181208230999	56	[1292320, 893490, 902273, 27477, 2423, 847608, 398250, 649, 1029, 8216, 1649, 345371, 9031580, 3068932, 1255571, 1966340, 2650651, 3056090, 1022772, 908993, 667049, 1137, 1257, 19176, 1994, 1285, 4708, 2090, 741, 6638, 0, 5348, 2898, 2003, 2288, 2134, 476887, 1687, 4777, 88272, 132303, 3287, 4181, 316965, 973544, 864293, 1767, 8385, 3872, 1174, 44343, 34630, 170129, 187389, 119701]	[295710, 1588030, 2481520, 3383793, 3411270, 3413693, 4261301, 4659551, 4660200, 4661229, 4669445, 4671094, 5016465, 14048045, 17116977, 18372548, 20338888, 22989539, 26045629, 27068401, 27977394, 28644443, 28645580, 28646837, 28666013, 28668007, 28669292, 28674000, 28676090, 28676831, 28683469, 28683469, 28688817, 28691715, 28693718, 28696006, 28698140, 29175027, 29176714, 29181491, 29269763, 29402066, 29405353, 29409534, 29726499, 30700043, 31564336, 31566103, 31574488, 31578360, 31579534, 31623877, 31658507, 31828636, 32016025, 32135726]	VERB	A3
dada	0.3942709183253835	8	[5190, 12700, 194590, 3743760, 1310, 5135857, 13007589]	[777630, 782820, 795520, 990110, 4733870, 4735180, 9871037, 22878626]	NOUN	A3
lovie@f	0.414213562373095	3	[0, 81251]	[29806585, 29806585, 29887836]	ADJ	A3
cow	0.27278556143629695	3	[21088539, 1109978]	[9084542, 30173081, 31283059]	NOUN	A3
mouth	0.5333961769394115	31	[367336, 692842, 239835, 2452053, 10762987, 776969, 149469, 3229, 9018, 4889, 6547854, 24950, 10610, 13315, 30477, 3470, 8490, 2760, 1864161, 7655, 199555, 894010, 317526, 45259, 4857, 383496, 1693357, 0, 1860840, 42137]	[1617930, 1985266, 2678108, 2917943, 5369996, 16132983, 16909952, 17059421, 17062650, 17071668, 17076557, 23624411, 23649361, 23659971, 23673286, 23703763, 23707233, 23715723, 23718483, 25582644, 25590299, 25789854, 26683864, 27001390, 27046649, 27051506, 27435002, 29128359, 29128359, 30989199, 31031336]	NOUN	A3
splash	0.6516947312912521	9	[78084, 627167, 0, 0, 5036, 0, 0, 1978724]	[28683469, 28761553, 29388720, 29388720, 29388720, 29393756, 29393756, 29393756, 31372480]	VERB	A3
took	0.07392239521630278	4	[3408389, 300981, 8704308]	[18081990, 21490379, 21791360, 30495668]	VERB	A3
paint	0.414213562373095	3	[5910, 0]	[5466840, 5472750, 5472750]	NOUN	A3
their	0.2995357077998092	10	[4200, 7252378, 3434, 4013, 0, 13789801, 1481632, 7276874, 1336879]	[49620, 53820, 7306198, 7309632, 7313645, 7313645, 21103446, 22585078, 29861952, 31198831]	PRON	A3
hiking	0.3560915356996087	3	[2066, 98473]	[5381061, 5383127, 5481600]	VERB	A3
woohoo	0.7889314033202731	5	[2263724, 885, 8685, 14360]	[4306983, 6570707, 6571592, 6580277, 6594637]	VERB	A3
what'd	0.4174389956944773	38	[4194680, 164618, 119246, 557055, 589530, 395284, 400552, 1012769, 199951, 150584, 20362, 62228, 279664, 85932, 348714, 8198615, 1404470, 4221, 1589969, 826780, 10477, 750059, 195088, 139776, 17102, 3275, 67135, 377719, 8710, 2870518, 1701891, 54893, 568953, 350956, 162220, 222555, 612815]	[882636, 5077316, 5241934, 5361180, 5918235, 6507765, 6903049, 7303601, 8316370, 8516321, 8666905, 8687267, 8749495, 9029159, 9115091, 9463805, 17662420, 19066890, 19071111, 20661080, 21487860, 21498337, 22248396, 22443484, 22583260, 22600362, 22603637, 22670772, 23048491, 23057201, 25927719, 27629610, 27684503, 28253456, 28604412, 28766632, 28989187, 29602002]	PRON	A3
bar	0.48664842229417565	12	[1647, 274986, 2401, 7334, 2110, 20470, 1535, 66265, 360065, 838513, 0]	[5120572, 5122219, 5397205, 5399606, 5406940, 5409050, 5429520, 5431055, 5497320, 5857385, 6695898, 6695898]	NOUN	A3
sister's	0.2552342642103435	28	[847857, 930543, 286116, 63660, 22757, 1894339, 91956, 2101131, 972728, 271221, 760076, 4950146, 152855, 9177, 15538, 2453879, 6617657, 113020, 2937523, 236370, 480788, 64088, 416600, 4227, 1135560, 1524111, 1676]	[988510, 1836367, 2766910, 3053026, 3116686, 3139443, 5033782, 5125738, 7226869, 8199597, 8470818, 9230894, 14181040, 14333895, 14343072, 14358610, 16812489, 23430146, 23543166, 26480689, 26717059, 27197847, 27261935, 27678535, 27682762, 28818322, 30342433, 30344109]	PROPN	A3
tomatoes	0.45925169981986264	18	[2072948, 21165, 427720, 2452, 15977, 14636, 2994, 18526, 482730, 501882, 2942, 1375632, 229676, 1978, 2112, 3104, 6425]	[17450168, 19523116, 19544281, 19972001, 19974453, 19990430, 20005066, 20008060, 20026586, 20509316, 21011198, 21014140, 22389772, 22619448, 22621426, 22623538, 22626642, 22633067]	NOUN	A3
minutes	-0.06625226578521956	13	[6737364, 314526, 848429, 1494803, 4601450, 544620, 1973420, 1734090, 4704456, 535266, 6012971, 1718038]	[476988, 7214352, 7528878, 8377307, 9872110, 14473560, 15018180, 16991600, 18725690, 23430146, 23965412, 29978383, 31696421]	NOUN	A3
an	0.13759233585693634	20	[1109299, 3070, 4880, 2964975, 1044220, 1678585, 520571, 826899, 7756180, 9053, 2733127, 1000156, 2122436, 602906, 0, 1844791, 747495, 2874299, 565982]	[1369151, 2478450, 2481520, 2486400, 5451375, 6495595, 8174180, 8694751, 9521650, 17277830, 17286883, 20020010, 21020166, 23142602, 23745508, 23745508, 25590299, 26337794, 29212093, 29778075]	PRON	A3
face	0.23471697765542437	22	[3893225, 1252134, 3118284, 7277992, 5441527, 3376741, 58235, 901625, 819709, 3488, 630388, 678170, 103333, 30282, 76698, 85915, 5490, 15573, 1779, 382771, 2774084]	[1350236, 5243461, 6495595, 9613879, 16891871, 22333398, 25710139, 25768374, 26669999, 27489708, 27493196, 28123584, 28801754, 28905087, 28935369, 29012067, 29097982, 29103472, 29119045, 29120824, 29503595, 32277679]	VERB	A3
putting	-0.06157241681180292	11	[2513306, 4910505, 9093456, 2130083, 2390600, 2259891, 1771088, 964730, 611251, 1614021]	[351520, 2864826, 7775331, 16868787, 18998870, 21389470, 23649361, 25420449, 26385179, 26996430, 28610451]	VERB	A3
bet	-0.46901970475656074	3	[3831359, 1739664]	[17155267, 20986626, 22726290]	PROPN	A3
dirty	0.24435524605549044	16	[295590, 63006, 2837824, 4933867, 7215478, 156260, 2486003, 0, 29592, 2731, 4198729, 3424, 3046, 0, 2753741]	[64370, 359960, 422966, 3260790, 8194657, 15410135, 15566395, 18052398, 18052398, 18081990, 18084721, 22283450, 22286874, 22289920, 22289920, 25043661]	ADJ	A3
switch	0.8651564187034535	6	[1350, 700, 2625, 8470997, 1067]	[320350, 321700, 322400, 325025, 8796022, 8797089]	NOUN	A3
throwing	0.38564052692465967	3	[5408034, 55190]	[22190710, 27598744, 27653934]	VERB	A3
Matilda's	0.21544308429562178	3	[2330, 30825]	[6231145, 6233475, 6264300]	PROPN	A3
fingers	0.5125975035409351	14	[3454, 2667495, 1985, 919150, 0, 1085564, 16425006, 619318, 3038516, 66290, 81540, 2657019, 1799445]	[1996511, 1999965, 4667460, 4669445, 5588595, 5588595, 6674159, 23099165, 23718483, 26756999, 26823289, 26904829, 29561848, 31361293]	NOUN	A3
never	0.42741061082418114	16	[223275, 955, 2140, 1169683, 6641912, 6333152, 3247, 1768, 1684, 302280, 1397378, 9174192, 4277, 273905, 3675]	[6001015, 6224290, 6225245, 6227385, 7397068, 14038980, 20372132, 20375379, 20377147, 20378831, 20681111, 22078489, 31252681, 31256958, 31530863, 31534538]	ADV	A3
please	0.157130250052061	39	[171680, 349955, 513635, 577236, 358822, 501858, 3777404, 1076040, 782950, 4175715, 74990, 144520, 2620366, 10646, 534910, 605073, 370710, 389460, 372858, 12516, 0, 200971, 4105, 586295, 1133563, 120597, 486785, 1435515, 3110689, 737750, 495139, 1408343, 531699, 40862, 587953, 2026050, 227319, 0]	[1446250, 1617930, 1967885, 2481520, 3058756, 3417578, 3919436, 7696840, 8772880, 9555830, 13731545, 13806535, 13951055, 16571421, 16582067, 17116977, 17722050, 18092760, 18482220, 18855078, 18867594, 18867594, 19068565, 19072670, 19658965, 20792528, 20913125, 21399910, 22835425, 25946114, 26683864, 27179003, 28587346, 29119045, 29159907, 29747860, 31773910, 32001229, 32001229]	INTJ	A3
heavy	-0.7322145820689772	3	[3731, 2543]	[1528869, 1532600, 1535143]	ADJ	A3
lot	0.09576198673287838	22	[1578920, 317070, 789915, 1767982, 2243, 71542, 2052579, 1417049, 1294236, 52036, 7024003, 297526, 2185366, 5980, 165465, 878090, 804760, 910508, 3501511, 1857552, 3178205]	[473518, 2052438, 2369508, 3159423, 4927405, 4929648, 5001190, 7053769, 8470818, 9765054, 9817090, 16841093, 17138619, 19323985, 19329965, 19495430, 20373520, 21178280, 22088788, 25590299, 27447851, 30626056]	NOUN	A3
beans	0.5324955576832061	4	[9284229, 4190, 751920]	[16389160, 25673389, 25677579, 26429499]	NOUN	A3
stairs	0.4447581317187489	21	[676348, 12882, 49891, 4605, 960397, 4105684, 3174, 12457, 6351322, 4275, 7224398, 32106, 6300, 0, 81896, 32196, 6820616, 136660, 60427, 106381]	[3375165, 4051513, 4064395, 4114286, 4118891, 5079288, 9184972, 9188146, 9200603, 15551925, 15556200, 22780598, 22812704, 22819004, 22819004, 22900900, 22933096, 29753712, 29890372, 29950799, 30057180]	NOUN	A3
two	0.25252440295584777	49	[238879, 702161, 1671, 5955, 3617, 398575, 30698, 2418577, 2013909, 2060, 350493, 897451, 2032159, 5146070, 1910898, 12432, 8786, 2041819, 514803, 763360, 768309, 136197, 1679, 517657, 35030, 288022, 164538, 1000, 514447, 1971, 1203810, 2526561, 64510, 218185, 2290, 0, 8175, 4960, 545046, 25171, 127443, 766033, 763531, 1219876, 627258, 489939, 0, 149197]	[775905, 1014784, 1716945, 1718616, 1724571, 1728188, 2126763, 2157461, 4576038, 6589947, 6592007, 6942500, 7839951, 9872110, 15018180, 16929078, 16941510, 16950296, 18992115, 19506918, 20270278, 21038587, 21174784, 21176463, 21694120, 21729150, 22017172, 22181710, 22182710, 22697157, 22699128, 23902938, 26429499, 26494009, 26712194, 26714484, 26714484, 26722659, 26727619, 27272665, 27297836, 27425279, 28191312, 28954843, 30174719, 30801977, 31291916, 31291916, 31441113]	NUM	A3
or	0.3091611268271069	72	[106831, 272126, 80540, 1500610, 464798, 555850, 1014662, 188982, 98648, 798345, 39445, 80185, 384130, 1448462, 412227, 117024, 1253517, 145958, 1817, 23297, 0, 0, 3063, 575, 4320285, 10870, 1224670, 151725, 65275, 172820, 320813, 223657, 423329, 3339, 108088, 135505, 73333, 2548, 1401371, 273928, 93479, 268596, 148292, 250380, 62818, 1437189, 1399332, 312279, 581995, 92910, 2363568, 2756780, 27691, 1200675, 13989, 311646, 6051, 247977, 3690, 0, 0, 3693, 147379, 0, 0, 10103, 497377, 100877, 145383, 125471, 106765]	[907953, 1014784, 1286910, 1367450, 2868060, 3332858, 3888708, 4903370, 5092352, 5191000, 5989345, 6028790, 6108975, 6493105, 7941567, 8353794, 8470818, 9724335, 9870293, 9872110, 9895407, 9895407, 9895407, 9898470, 9899045, 14219330, 14230200, 15454870, 15606595, 15671870, 15844690, 16165503, 16389160, 16812489, 16815828, 16923916, 17059421, 17132754, 17135302, 18536673, 18810601, 18904080, 19172676, 19320968, 19571348, 19634166, 21071355, 22470687, 22782966, 23364961, 23457871, 25821439, 28578219, 28605910, 29806585, 29820574, 30132220, 30138271, 30386248, 30389938, 30389938, 30389938, 30393631, 30541010, 30541010, 30541010, 30551113, 31048490, 31149367, 31294750, 31420221, 31526986]	CCONJ	A3
doing	0.12113332680900729	26	[2677, 496710, 115346, 233660, 445301, 196223, 1711352, 455819, 2430206, 1097703, 149058, 956612, 434960, 4425, 4518215, 380930, 1980, 154260, 4197038, 3216082, 1298112, 2255120, 3463577, 877899, 26391]	[489123, 491800, 988510, 1103856, 1337516, 1782817, 1979040, 3690392, 4146211, 6576417, 7674120, 7823178, 8779790, 9214750, 9219175, 13737390, 14118320, 14120300, 14274560, 18471598, 21687680, 22985792, 25240912, 28704489, 29582388, 29608779]	VERB	A3
hope	0.2800528669743978	10	[4765205, 7210, 426241, 1884734, 213928, 12869715, 9245561, 37351, 1046324]	[1786237, 6551442, 6558652, 6984893, 8869627, 9083555, 21953270, 31198831, 31236182, 32282506]	NOUN	A3
balls	0.8013099138969115	7	[1334, 5436, 85349, 6595, 112537, 2627082]	[27421193, 27422527, 27427963, 27513312, 27519907, 27632444, 30259526]	NOUN	A3
monkeys	0.8486120019136748	7	[30002422, 80601, 13717, 51062, 1099442, 0]	[313440, 30315862, 30396463, 30410180, 30461242, 31560684, 31560684]	NOUN	A3
get	0.47763227656196716	345	[27838, 41612, 38513, 510937, 35610, 200030, 384241, 94149, 3261, 67890, 1209, 2191, 110949, 61242, 56489, 118779, 2765, 28285, 477025, 154545, 6493, 20013, 18102, 43282, 60025, 213396, 179439, 104726, 88380, 8450, 123934, 312112, 3686, 32505, 14340, 137073, 3425, 3839, 15863, 20243, 34174, 7781, 13870, 606, 119984, 41525, 20345, 29390, 7964, 0, 279271, 4369, 6733, 2045, 29580, 12240, 22067, 7151, 60689, 2015, 3250, 11978, 103808, 11360, 55335, 135309, 17317, 52619, 17260, 9700, 71072, 36377, 0, 70479, 43065, 0, 53943, 63078, 14290, 1175, 74415, 0, 22390, 40120, 15530, 24105, 148350, 225540, 164375, 322765, 28440, 12500, 10757, 102871, 160619, 237871, 35477, 45055, 91330, 20338, 84555, 155438, 39197, 385707, 109277, 170795, 86293, 96357, 353623, 44052, 60638, 2519, 0, 80694, 60935, 29340, 6620, 76223, 19264, 6044, 2598, 5847, 64329, 91530, 60414, 0, 16688, 34361, 50287, 492109, 3895273, 102235, 24060, 93955, 95725, 76780, 115482, 98063, 6375, 56501, 346644, 67410, 47290, 43445, 317075, 216750, 94875, 7255, 33420, 170655, 19556, 3854, 12552, 14769, 250223, 128382, 1445, 23704, 6837, 79603, 6367, 62962, 171921, 683621, 53138, 14600, 560016, 20450, 43220, 4460, 29113, 30377, 2230, 37591, 8082, 7750, 0, 6473, 1964, 161110, 119765, 38158, 27212, 60478, 3572, 1473, 132062, 153138, 15912, 4610, 96808, 2352, 23420, 1550, 2116, 12777, 10267, 4310, 102210, 69426, 6614, 1711, 1809, 23133, 2035, 45722, 15560, 54725, 3886, 2094, 2801, 97927, 44992, 13069, 18164, 127248, 15890, 8909, 97953, 513360, 42042, 134915, 91116, 73305, 154679, 0, 10940, 15253, 22458, 45374, 3826, 10190, 107264, 141176, 59899, 80545, 206370, 32520, 20540, 30575, 4637, 142598, 329360, 23677, 40344, 3764, 82315, 72944, 16876, 0, 1605, 423835, 1937, 3457, 2734, 762998, 76820, 250182, 3525, 111795, 7064, 984941, 5452, 67085, 70451, 219286, 435352, 245761, 15889, 145315, 388745, 172590, 24615, 123515, 66875, 373474, 130078, 18015, 61643, 68899, 124197, 3610, 48402, 46416, 21178, 42528, 312951, 92840, 89024, 58861, 161028, 13493, 8327, 179484, 44571, 3702, 12879, 4550, 103333, 30282, 8055, 11419, 80044, 257864, 14722, 39066, 4879, 3819, 87192, 1319, 6392, 27964, 12967, 56599, 0, 109071, 32156, 513633, 113332, 5452, 374984, 89167, 13975, 102733, 59199, 55490, 47922, 152719, 186740, 20346, 95286, 0, 23938, 9568, 2847, 19958, 26066, 90480, 189511, 6097, 183743, 125258, 7414, 38960]	[166740, 194578, 236190, 274703, 785640, 821250, 1021280, 1405521, 1499670, 1502931, 1570821, 1572030, 1574221, 1685170, 1746412, 1802901, 1921680, 1924445, 1952730, 2429755, 2584300, 2590793, 2610806, 2628908, 2672190, 2732215, 2945611, 3125050, 3229776, 3318156, 3326606, 3450540, 3762652, 3766338, 3798843, 3813183, 3950256, 3953681, 3957520, 3973383, 3993626, 4027800, 4035581, 4049451, 4050057, 4170041, 4211566, 4231911, 4261301, 4269265, 4269265, 4548536, 4552905, 4559638, 4561683, 4591263, 4603503, 4625570, 4632721, 4693410, 4695425, 4698675, 4710653, 4814461, 4825821, 4881156, 5016465, 5033782, 5086401, 5103661, 5113361, 5184433, 5220810, 5220810, 5291289, 5334354, 5334354, 5388297, 5451375, 5465665, 5466840, 5541255, 5541255, 5563645, 5603765, 5619295, 5643400, 5791750, 6017290, 6181665, 6504430, 6532870, 6545370, 6556127, 6658998, 6819617, 7057488, 7092965, 7138020, 7229350, 7249688, 7334243, 7489681, 7528878, 7914585, 8023862, 8194657, 8280950, 8377307, 8730930, 8774982, 8835620, 8838139, 8838139, 8918833, 8979768, 9009108, 9015728, 9091951, 9111215, 9117259, 9119857, 9125704, 9190033, 9281563, 9341977, 9341977, 9358665, 9393026, 9443313, 9935422, 13830695, 13932930, 13956990, 14050945, 14146670, 14223450, 14338932, 14436995, 14443370, 14499871, 14846515, 14913925, 14961215, 15004660, 15321735, 15538485, 15633360, 15640615, 15674035, 15844690, 15864246, 15868100, 15880652, 15895421, 16145644, 16274026, 16275471, 16299175, 16306012, 16385615, 16391982, 16454944, 16626865, 17310486, 17363624, 17378224, 17938240, 17958690, 18001910, 18006370, 18035483, 18065860, 18068090, 18105681, 18113763, 18121513, 18121513, 18127986, 18129950, 18291060, 18410825, 18448983, 18476195, 18536673, 18540245, 18541718, 18673780, 18826918, 18842830, 18847440, 18944248, 18946600, 18970020, 18971570, 18973686, 18986463, 18996730, 19001040, 19103250, 19172676, 19179290, 19181001, 19182810, 19205943, 19207978, 19253700, 19269260, 19323985, 19327871, 19329965, 19332766, 19430693, 19475685, 19488754, 19506918, 19634166, 19650056, 19658965, 19756918, 20270278, 20312320, 20447235, 20538351, 20611656, 20766335, 20766335, 20777275, 20792528, 20814986, 20860360, 20864186, 20874376, 20981640, 21122816, 21182715, 21263260, 21469630, 21502150, 21522690, 21553265, 21557902, 21700500, 22029860, 22053537, 22093881, 22097645, 22179960, 22252904, 22269780, 22269780, 22271385, 22695220, 22697157, 22700614, 22703348, 23466346, 23543166, 23793348, 23796873, 23908668, 23915732, 24900673, 24906125, 24973210, 25043661, 25262947, 25698299, 25944060, 25959949, 26105264, 26494009, 26666599, 26691214, 26814729, 26881604, 27255078, 27385156, 27403171, 27464814, 27533713, 27657910, 27661520, 27709922, 27756338, 27777516, 27820044, 28132995, 28225835, 28314859, 28373720, 28534748, 28548241, 28556568, 28736052, 28780623, 28784325, 28797204, 28801754, 28905087, 28935369, 28943424, 28954843, 29034887, 29292751, 29307473, 29346539, 29351418, 29355237, 29442429, 29443748, 29450140, 29478104, 29491071, 29547670, 29547670, 29656741, 29688897, 30202530, 30315862, 30321314, 30696298, 30785465, 30799440, 30902173, 30961372, 31016862, 31064784, 31217503, 31404243, 31424589, 31519875, 31519875, 31543813, 31553381, 31556228, 31576186, 31602252, 31692732, 31882243, 31888340, 32072083, 32197341, 32204755, 32243715]	VERB	A3
upside	-0.925650524815434	3	[1892, 1703]	[4884894, 4886786, 4888489]	ADV	A3
waiting	0.45754094693831254	5	[4710, 3681590, 14159540, 1996]	[413230, 417940, 4099530, 18259070, 18261066]	VERB	A3
teddy	-0.35179444456284825	3	[3934, 10592]	[32121200, 32125134, 32135726]	PROPN	A3
tangled	-0.22280820585177008	3	[3029, 10420]	[18456341, 18459370, 18469790]	VERB	A3
sink	0.7336373010441892	8	[236548, 3355, 2423585, 1508, 3718, 5280, 14124762]	[854892, 1091440, 1094795, 3518380, 3519888, 3523606, 3528886, 17653648]	NOUN	A3
lights	0.584189410062129	14	[14873271, 16065, 2572765, 6155704, 9439, 4294, 192799, 104201, 119784, 1122162, 4029, 164062, 448544]	[6214110, 21087381, 21103446, 23676211, 29831915, 29841354, 29845648, 30038447, 30142648, 30262432, 31384594, 31388623, 31552685, 32001229]	NOUN	A3
staying	0.01325557731445631	4	[2105435, 2387985, 10670877]	[2972763, 5078198, 7466183, 18137060]	VERB	A3
floor	0.42190592902828744	28	[1867921, 4032, 3137, 89073, 88130, 212087, 2838, 30257, 3276, 2958819, 7996635, 1131250, 1413562, 176244, 23417, 21825, 124955, 7873852, 1592214, 782460, 92746, 6297, 75350, 2668, 3199, 3660002, 654380]	[1077690, 2945611, 2949643, 2952780, 3041853, 3129983, 3342070, 3344908, 3375165, 3378441, 6337260, 14333895, 15465145, 16878707, 17054951, 17078368, 17100193, 17225148, 25099000, 26691214, 27473674, 27566420, 27572717, 27648067, 27650735, 27653934, 31313936, 31968316]	NOUN	A3
picked	0.31874071344061183	3	[759330, 21736171]	[7979021, 8738351, 30474522]	VERB	A3
cups	0.6508897363891712	4	[25974339, 515614, 0]	[1450940, 27425279, 27940893, 27940893]	NOUN	A3
pumpkins	-0.18433325655659677	3	[1020, 3800]	[6179535, 6180555, 6184355]	VERB	A3
glad	0.10157784559295531	7	[6051521, 10707259, 442931, 53854, 556309, 6595832]	[2686830, 8738351, 19445610, 19888541, 19942395, 20498704, 27094536]	ADJ	A3
ope	-0.5215933543823655	3	[5080736, 10275521]	[4336996, 9417732, 19693253]	NOUN	A3
mean	0.23216737844867572	29	[181701, 484323, 5605, 807, 644232, 95326, 2355508, 489441, 2685, 363290, 2060764, 852691, 590259, 58661, 104051, 39083, 5711006, 2444166, 42725, 22049, 215346, 917502, 597952, 1656840, 274800, 840648, 822193, 3191253]	[1533617, 1715318, 2199641, 2205246, 2206053, 2850285, 2945611, 5301119, 5790560, 5793245, 6156535, 8217299, 9069990, 9660249, 9718910, 9822961, 9862044, 15573050, 18017216, 18059941, 18081990, 18297336, 19214838, 19812790, 21469630, 21744430, 22585078, 23407271, 26598524]	VERB	A3
pay	0.3360498961601547	6	[1590, 2167542, 2575543, 3560, 0]	[16302466, 16304056, 18471598, 21047141, 21050701, 21050701]	VERB	A3
door	0.07855505620922279	12	[758175, 367795, 1985757, 1085447, 2761, 6909195, 5418631, 51572, 3811864, 6092899, 356238]	[4829840, 5588015, 5955810, 7941567, 9027014, 9029775, 15938970, 21357601, 21409173, 25221037, 31313936, 31670174]	NOUN	A3
sees	0.11296186360234017	5	[8736039, 640216, 6463527, 120427]	[14284186, 23020225, 23660441, 30123968, 30244395]	VERB	A3
laughs	0.4605813053842304	29	[587, 942398, 3015, 42550, 2865049, 205675, 1155676, 178977, 6368584, 372168, 137351, 5128699, 133135, 399558, 1868, 4548, 44946, 42650, 607612, 130408, 9016, 8196, 7976, 14478, 6455, 4565, 2005607, 745656]	[4227266, 4227853, 5170251, 5173266, 5215816, 8080865, 8286540, 9442216, 9621193, 15989777, 16361945, 16499296, 21627995, 21761130, 22160688, 22162556, 22167104, 22212050, 22254700, 22862312, 22992720, 23001736, 23009932, 23017908, 23032386, 23038841, 23043406, 25049013, 25794669]	NOUN	A3
needa	0.05950899691211335	4	[5398851, 1702026, 486902]	[18006370, 23405221, 25107247, 25594149]	PROPN	A3
airplane	0.9430925739783892	10	[3170, 2004, 3961, 24265, 6868, 1815, 5500, 9052312, 6919]	[21757960, 21761130, 21763134, 21767095, 21791360, 21798228, 21800043, 21805543, 30857855, 30864774]	NOUN	A3
hot	0.679839034060007	16	[2565, 10235685, 1223783, 3147, 0, 1437932, 1503, 4525, 1099, 539, 13746, 27253, 2129, 2602005, 274305]	[15696770, 15699335, 25935020, 27158803, 27161950, 27161950, 28599882, 28601385, 28605910, 28607009, 28607548, 28621294, 28648547, 28650676, 31252681, 31526986]	ADJ	A3
meat	0.4759054288279581	6	[247063, 335485, 77459, 2102397, 10212]	[19787228, 20034291, 20369776, 20447235, 22549632, 22559844]	NOUN	A3
hi	0.23653069170517274	55	[39850, 1460, 1044440, 4793, 2000, 1249933, 389780, 891, 4798, 70873, 2165, 151072, 915, 1048, 1345, 1218263, 2410864, 823853, 1156141, 9621, 388259, 4712716, 3000, 31085, 185055, 2820, 339470, 499005, 0, 2630, 10965, 1160100, 951080, 1995070, 6785, 472676, 888187, 1560604, 57403, 433625, 739475, 1825388, 962751, 1595, 939625, 25480, 2117863, 549867, 694617, 444857, 373759, 3056, 2812, 1939]	[19760, 59610, 61070, 1105510, 1110303, 1112303, 2362236, 2752016, 2752907, 2757705, 2828578, 2830743, 2981815, 2982730, 2983778, 2985123, 4203386, 6614250, 7438103, 8594244, 8603865, 8992124, 13704840, 13707840, 13738925, 13923980, 13926800, 14266270, 14765275, 14765275, 14767905, 14778870, 15938970, 16890050, 18885120, 18891905, 19364581, 20252768, 21813372, 21870775, 22304400, 23043875, 24869263, 25832014, 25833609, 26773234, 26798714, 28916577, 29466444, 30161061, 30605918, 30979677, 30982733, 30985545, 30987484]	INTJ	A3
even	0.07346978248060793	8	[4127980, 3683998, 12386710, 1874553, 35560, 13315, 7829660]	[1551170, 5679150, 9363148, 21749858, 23624411, 23659971, 23673286, 31502946]	ADV	A3
teacher	0.6219085898122851	6	[2185, 14190, 6218, 121230, 0]	[17125068, 17127253, 17141443, 17147661, 17268891, 17268891]	NOUN	A3
listening	0.42819525008545073	9	[19230, 64358, 3322, 13420739, 316495, 10727369, 1237756, 1097200]	[3395660, 3414890, 3479248, 3482570, 16903309, 17219804, 27947173, 29184929, 30282129]	VERB	A3
